time	x	y	orientation_z	orientation_w	linear_vel	angular_vel
2164.77	-2.20524	5.15303	-0.29066	0.936684	0.956963	-0.583653
2164.97	-2.07403	5.08767	-0.317523	0.927253	0.939136	-0.511148
2165.17	-1.98351	5.03564	-0.336794	0.920037	0.860875	-0.543725
2165.37	-1.85439	4.92283	-0.372535	0.905653	0.844461	-0.535309
2165.57	-1.70255	4.80022	-0.403295	0.891955	0.851883	-0.557964
2165.77	-1.59542	4.67418	-0.432494	0.877803	0.796285	-0.509573
2165.97	-1.5035	4.54919	-0.459185	0.863892	0.786653	-0.475854
2166.17	-1.38932	4.40286	-0.477885	0.853479	0.778131	-0.448951
2166.37	-1.31098	4.27011	-0.49828	0.841564	0.771529	-0.437705
2166.57	-1.24672	4.14837	-0.520265	0.82812	0.619149	-0.501545
2166.77	-1.18673	4.06031	-0.526262	0.824516	0	0
2166.97	-1.16548	4.01344	-0.543925	0.813437	0.393381	-0.456021
2167.17	-1.14473	3.9612	-0.563228	0.800695	0.301256	-0.336444
2167.37	-1.12708	3.94697	-0.576337	0.791946	0.121449	-0.349202
2167.57	-1.11718	3.91582	-0.588917	0.783242	0.14309	-0.273392
2167.77	-1.11427	3.90544	-0.59287	0.780618	0.208903	-0.309289
2167.97	-1.098	3.88261	-0.605905	0.771136	0.234122	-0.31591
2168.17	-1.09021	3.84998	-0.620086	0.760362	0.202629	-0.338067
2168.37	-1.0815	3.80565	-0.630228	0.752473	0.358439	-0.366601
2168.57	-0.990619	3.7448	-0.614473	0.765847	0	0
2168.77	-0.984432	3.71453	-0.618484	0.763092	0.224025	-0.190053
2168.97	-0.975276	3.66534	-0.627185	0.756293	0.248113	-0.225171
2169.17	-0.969627	3.59087	-0.62891	0.7551	0.183175	-0.181848
2169.37	-0.959675	3.53193	-0.635009	0.75006	0.24878	-0.235489
2169.57	-0.951899	3.48608	-0.639403	0.746448	0	0
2169.77	-0.940032	3.41508	-0.645912	0.741173	0.247241	-0.199248
2169.97	-0.933392	3.36993	-0.64535	0.741852	0.231404	-0.0335472
2170.17	-0.925512	3.312	-0.650779	0.737149	0.297214	-0.0266858
2170.37	-1.02168	3.32385	-0.654348	0.73399	0.262673	-0.0319624
2170.57	-1.06327	3.29432	-0.662046	0.727167	0.265594	-0.0291424
2170.77	-1.05765	3.23896	-0.661034	0.72807	0.272876	-0.0373431
2170.97	-1.05473	3.17704	-0.660154	0.729053	0.217343	-0.0437548
2171.17	-1.05219	3.15205	-0.6599	0.729661	0	0
2171.37	-1.04763	3.11227	-0.653973	0.735076	0.292289	0.125425
2171.57	-1.04415	3.05199	-0.650328	0.738459	0.157343	0.0316531
2171.77	-1.03789	3.00831	-0.644441	0.743824	0.282509	0.140625
2171.97	-1.02896	2.95383	-0.63324	0.753435	0.27634	0.239202
2172.17	-0.975157	2.98532	-0.604231	0.776837	0.378064	0.339537
2172.37	-0.958027	2.92368	-0.581313	0.793959	0.290722	0.524637
2172.57	-0.934681	2.85785	-0.544988	0.819277	0.382254	0.726304
2172.77	-0.951237	2.80936	-0.511517	0.840897	0.364893	0.776138
2172.97	-0.934555	2.73616	-0.452644	0.874083	0.425695	0.940514
2173.17	-0.938727	2.61062	-0.381284	0.90758	0.391711	0.91559
2173.37	-0.885749	2.55998	-0.323737	0.929876	0.355578	0.770559
2173.57	-0.840312	2.43788	-0.267371	0.947639	0.712368	0.829108
2173.77	-0.695357	2.35754	-0.213124	0.961084	0.864475	0.861274
2173.97	-0.578216	2.25698	-0.162729	0.970796	0.760575	0.817569
2174.17	-0.437735	2.20167	-0.116504	0.977427	0.720717	0.754284
2174.37	-0.31973	2.11892	-0.0728685	0.981611	0.638117	0.691162
2174.57	-0.185483	2.10381	-0.0385207	0.983386	0.615249	0.61118
2174.77	-0.0626587	2.03732	-0.000808937	0.984089	0.532202	0.632738
2174.97	0.030353	2.04026	0.0399285	0.983334	0.413029	0.686095
2175.17	0.123421	2.05148	0.0881261	0.980151	0.491171	0.765401
2175.37	0.285218	2.05362	0.126343	0.975542	0.673571	0.830733
2175.57	0.382598	2.08213	0.16433	0.969811	0	0
2175.77	0.268504	2.05242	0.155544	0.971516	0.200494	0.0233555
2175.97	0.346845	2.07691	0.161175	0.970248	0.587901	0.0780211
2176.17	0.488112	2.12402	0.168872	0.967998	0.795844	0.0199481
2176.37	0.646526	2.15545	0.182904	0.965021	0.787904	0
2176.57	0.793894	2.21289	0.201112	0.961311	0.800699	-0.0326378
2176.77	0.940152	2.27324	0.21527	0.958133	0.811001	-0.0917295
2176.97	1.05729	2.35278	0.225372	0.955664	0.817658	-0.144756
2177.17	1.2028	2.42529	0.229648	0.954494	0.822333	-0.180136
2177.37	1.34536	2.49719	0.233111	0.953482	0.805898	-0.171368
2177.57	1.50748	2.57638	0.237121	0.952326	0.810972	-0.202411
2177.77	1.65377	2.6448	0.237918	0.951957	0.793954	-0.219522
2177.97	1.75684	2.69026	0.237832	0.951914	0.809097	-0.252785
2178.17	1.92462	2.76676	0.232184	0.953177	0.701029	-0.248754
2178.37	2.04337	2.80967	0.229308	0.953856	0.561338	-0.199581
2178.57	2.14495	2.84058	0.228374	0.954161	0.512477	-0.198071
2178.77	2.25946	2.88365	0.221459	0.95589	0.466578	-0.189958
2178.97	2.33742	2.89794	0.218577	0.956686	0.339548	-0.0757285
2179.17	2.40567	2.90707	0.215221	0.95761	0.301781	-0.0576711
2179.37	2.48854	2.92533	0.210265	0.958888	0.288139	-0.0513331
